player,team,matches,runs_scored,batting_avg,strike_rate,wickets_taken,bowling_avg,economy_rate,maidens,dot_balls,key_wickets,catches,run_outs,potm_wins,potm_rate,team_wins,win_rate,avg_last_5_runs,avg_last_5_wickets
Y Divekar,Israel,3,13,4.33,76.47,0,32.0,16.0,0,1,0,0,0,0,0.0,2,0.67,4.33,0.0
S Clarke,Isle of Man,1,0,0.0,0.0,0,15.0,12.86,0,1,0,0,0,0,0.0,0,0.0,0.0,0.0
Adnan Gondal,Portugal,1,0,0.0,0.0,2,3.5,3.5,0,6,0,0,0,0,0.0,0,0.0,0.0,2.0
Serdar Burak Emir,Turkey,1,0,0.0,0.0,0,14.0,6.0,0,4,0,0,0,0,0.0,0,0.0,0.0,0.0
Toqeer Ahmad,Denmark,6,1,0.17,25.0,8,17.12,6.52,2,50,6,1,0,0,0.0,3,0.5,0.0,1.4
S Simpson,Jersey,2,8,4.0,88.89,6,7.83,5.53,0,25,3,0,0,0,0.0,1,0.5,4.0,3.0
S Burdekin,Cyprus,10,155,15.5,92.81,14,14.29,7.02,0,63,6,0,0,3,0.3,4,0.4,8.6,1.8
J Chialoufas,Cyprus,10,147,14.7,99.32,1,28.0,7.0,0,11,1,4,0,0,0.0,4,0.4,13.6,0.2
Taranjit Singh,Cyprus,9,147,16.33,207.04,10,22.6,6.81,1,77,6,6,1,0,0.0,3,0.33,2.6,1.4
A Shahi,Cyprus,9,87,9.67,174.0,11,19.73,7.66,0,55,5,5,0,0,0.0,3,0.33,3.0,0.6
R Siriwardena,Cyprus,8,45,5.62,67.16,5,17.6,11.48,0,13,4,1,0,1,0.12,3,0.38,3.6,0.0
B Mahesh,Cyprus,6,16,2.67,160.0,4,29.25,7.31,0,37,4,0,0,0,0.0,2,0.33,3.2,0.6
R Sekaran,Estonia,1,2,2.0,50.0,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,2.0,0.0
R Parkin,Estonia,4,4,1.0,100.0,3,31.33,7.32,0,32,2,0,1,0,0.0,2,0.5,1.0,0.75
Kamal Raiz,Cyprus,1,5,5.0,50.0,1,15.0,3.75,0,14,1,1,0,0,0.0,0,0.0,5.0,1.0
E Vukusic,Croatia,4,197,49.25,102.6,4,18.25,4.25,0,61,2,2,0,2,0.5,3,0.75,49.25,1.0
H Leko,Croatia,4,31,7.75,42.47,3,24.0,4.08,0,46,3,0,1,0,0.0,3,0.75,7.75,0.75
L Krvaric,Croatia,4,91,22.75,103.41,3,21.33,4.04,0,46,1,0,0,0,0.0,3,0.75,22.75,0.75
P Senjug,Croatia,4,9,2.25,33.33,4,22.5,5.0,0,45,3,0,1,0,0.0,3,0.75,2.25,1.0
S Kucuksucu,Croatia,4,1,0.25,3.33,3,20.67,4.71,0,33,3,0,0,0,0.0,3,0.75,0.25,0.75
V Romani,Croatia,3,3,1.0,21.43,0,9.0,4.15,0,5,0,1,0,0,0.0,2,0.67,1.0,0.0
Y Korniienko,Croatia,2,6,3.0,31.58,0,8.0,4.8,0,3,0,0,0,0,0.0,1,0.5,3.0,0.0
A Charles,Croatia,2,1,0.5,20.0,1,13.0,4.88,0,3,0,0,1,0,0.0,1,0.5,0.5,0.5
I Zigante,Croatia,1,12,12.0,48.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,12.0,0.0
M Modric,Croatia,2,2,1.0,15.38,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.5,1.0,0.0
Ying King To,Gibraltar,1,5,5.0,71.43,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,5.0,0.0
A Joshi,Czech Republic,2,11,5.5,32.35,0,65.0,9.07,0,7,0,0,0,0,0.0,0,0.0,5.5,0.0
Priyanka Reddy,Croatia,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
S Sebastian,Croatia,1,1,1.0,5.26,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
R Mikulaskova,Czech Republic,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Z Flamikova,Czech Republic,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
B Pavlinakova,Czech Republic,1,2,2.0,40.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
A Vessik,Estonia,5,16,3.2,43.24,10,7.9,3.62,1,71,6,0,0,0,0.0,0,0.0,3.2,2.0
Asma Shifa,Estonia,2,5,2.5,19.23,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,2.5,0.0
Viktoria Frey,Estonia,5,7,1.4,29.17,3,43.67,5.1,0,59,2,0,3,0,0.0,0,0.0,1.4,0.6
M Pugi,Estonia,1,1,1.0,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
Zabiullah Zahid,Sweden,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
A Mundra,Sweden,4,153,38.25,157.73,0,0.0,0.0,0,0,0,4,4,1,0.25,2,0.5,38.25,0.0
SKR Mallidi,Sweden,3,13,4.33,68.42,1,35.0,10.5,0,7,1,3,0,0,0.0,1,0.33,4.33,0.33
Junaed Mullah,Slovenia,1,2,2.0,16.67,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
ZXM Vukusic,Croatia,4,131,32.75,143.96,3,24.33,10.95,0,17,3,4,0,2,0.5,2,0.5,32.75,0.75
M Grzinic,Croatia,3,12,4.0,66.67,4,4.5,3.0,1,27,2,0,0,0,0.0,2,0.67,4.0,1.33
PS Roberts,Croatia,4,59,14.75,103.51,1,66.0,6.39,0,29,1,3,0,0,0.0,2,0.5,14.75,0.25
LW Potthoff,Croatia,2,5,2.5,50.0,4,8.25,5.82,0,13,2,1,0,0,0.0,2,1.0,2.5,2.0
Abdur Rahman Sudais,Sweden,3,57,19.0,123.91,0,0.0,0.0,0,0,0,2,0,0,0.0,2,0.67,19.0,0.0
Bashir Ahmad,Switzerland,1,5,5.0,125.0,0,36.0,18.0,0,2,0,0,0,0,0.0,0,0.0,5.0,0.0
A Govorko,Croatia,1,1,1.0,100.0,0,0.0,0.0,0,0,0,2,0,0,0.0,1,1.0,1.0,0.0
J Stanigze,Sweden,2,0,0.0,0.0,3,14.33,7.17,0,13,0,2,0,0,0.0,2,1.0,0.0,1.5
Mansoor Malangzai,Belgium,1,28,28.0,164.71,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,28.0,0.0
Jaikumar Thakur,Croatia,2,4,2.0,30.77,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
OSB Tilley,Croatia,1,2,2.0,100.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
Adil Khan,Germany,1,0,0.0,0.0,2,9.5,4.38,0,13,0,0,0,0,0.0,1,1.0,0.0,2.0
T Britton,Jersey,1,0,0.0,0.0,2,10.5,5.04,0,11,0,0,0,0,0.0,0,0.0,0.0,2.0
LAR Bommareddy,Singapore,9,41,4.56,46.07,1,96.0,7.2,0,23,1,2,0,0,0.0,1,0.11,4.0,0.0
TW Hamid,Indonesia,1,12,12.0,171.43,2,0.5,1.0,0,2,0,0,0,0,0.0,1,1.0,12.0,2.0
SZ Vayani,Malawi,9,22,2.44,44.9,16,11.94,5.48,1,107,6,1,0,1,0.11,4,0.44,3.0,1.6
P Zuze,Malawi,5,32,6.4,53.33,0,0.0,0.0,0,0,0,2,1,0,0.0,0,0.0,6.4,0.0
E Briscoe,Sydney Thunder,1,6,6.0,54.55,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,6.0,0.0
F Nicklin,Sydney Sixers,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
C Wilson,Hobart Hurricanes,5,0,0.0,0.0,0,62.0,6.89,0,13,0,2,0,0,0.0,3,0.6,0.0,0.0
S Eve,Sydney Thunder,1,0,0.0,0.0,0,23.0,11.5,0,2,0,0,0,0,0.0,1,1.0,0.0,0.0
ZE Cooke,Hobart Hurricanes,1,2,2.0,50.0,1,15.0,7.5,0,7,1,0,0,0,0.0,0,0.0,2.0,1.0
C Bekker,Melbourne Renegades,6,6,1.0,60.0,6,12.83,6.9,0,29,4,4,0,1,0.17,5,0.83,0.4,1.2
I Uboh,Nigeria,7,1,0.14,25.0,4,28.0,8.4,0,23,1,1,1,0,0.0,3,0.43,0.0,0.2
M Akhigbe,Nigeria,3,23,7.67,100.0,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,7.67,0.0
Rosie Davis,Guernsey,2,19,9.5,65.52,0,0.0,0.0,0,0,0,3,2,0,0.0,1,0.5,9.5,0.0
E Millington,Guernsey,1,2,2.0,33.33,0,32.0,10.11,0,5,0,0,0,0,0.0,0,0.0,2.0,0.0
K De La Mare,Guernsey,1,4,4.0,66.67,0,0.0,0.0,0,0,0,2,1,0,0.0,0,0.0,4.0,0.0
E Bourgaize,Guernsey,1,0,0.0,0.0,0,16.0,13.71,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
HT Dixon,Victoria,7,221,31.57,86.33,1,22.0,4.4,0,17,0,2,1,0,0.0,2,0.29,41.4,0.2
C Stow,Melbourne Renegades,2,0,0.0,0.0,4,15.5,7.75,0,14,3,0,0,0,0.0,1,0.5,0.0,2.0
M Bean,Hobart Hurricanes,2,1,0.5,100.0,2,39.5,9.12,0,19,2,0,0,0,0.0,1,0.5,0.5,1.0
Josh Brown,Melbourne Renegades,1,32,32.0,266.67,0,48.0,16.94,0,0,0,0,0,0,0.0,1,1.0,32.0,0.0
OJ Peake,Victoria,2,92,46.0,37.7,0,0.0,0.0,0,0,0,2,0,0,0.0,2,1.0,46.0,0.0
M Madara,Sri Lanka,3,2,0.67,100.0,3,17.67,5.21,0,30,2,1,0,1,0.33,1,0.33,0.67,1.0
P Deol,Cyprus,3,17,5.67,53.12,0,31.0,7.75,0,8,0,1,0,0,0.0,1,0.33,5.67,0.0
V Khanduri,Cyprus,4,9,2.25,42.86,5,20.0,7.79,0,25,2,1,1,0,0.0,1,0.25,2.25,1.25
M Worndl,Czech Republic,5,43,8.6,47.25,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.4,8.6,0.0
VRB Arachchige,Malta,4,5,1.25,166.67,2,42.0,9.0,0,14,1,1,0,0,0.0,1,0.25,1.25,0.5
Shayan Khan,Estonia,1,0,0.0,0.0,1,21.0,9.69,0,2,0,0,0,0,0.0,1,1.0,0.0,1.0
M Vandrasi,Czech Republic,4,95,23.75,115.85,8,11.5,5.94,0,34,3,2,0,2,0.5,2,0.5,23.75,2.0
N Katechis,Greece,2,4,2.0,23.53,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,2.0,0.0
A Dowling,Bulgaria,1,2,2.0,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
T Straker,Queensland,5,65,13.0,39.63,12,37.33,3.5,21,554,6,0,0,0,0.0,2,0.4,13.0,2.4
BC Floros,Queensland,1,0,0.0,0.0,1,70.0,3.68,3,78,0,0,0,0,0.0,0,0.0,0.0,1.0
KG Critchell,Western Australia,3,29,9.67,29.29,4,30.75,3.67,3,136,1,2,0,0,0.0,1,0.33,9.67,1.33
AP O'Connor,Tasmania,3,92,30.67,54.76,3,75.0,3.62,8,271,1,3,0,0,0.0,2,0.67,30.67,1.0
R MacMillan,Tasmania,1,47,47.0,83.93,1,34.0,4.25,0,31,0,1,0,0,0.0,1,1.0,47.0,1.0
H Jacobs,New South Wales,2,23,11.5,28.4,6,38.83,4.96,4,179,4,1,0,0,0.0,1,0.5,11.5,3.0
HR Burdon,Queensland,1,10,10.0,16.39,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,10.0,0.0
G Fontenla,Scotland,3,1,0.33,33.33,3,21.67,3.82,1,61,1,1,0,0,0.0,3,1.0,0.33,1.0
TT Maposa,Zimbabwe,1,12,12.0,300.0,1,12.0,12.0,0,1,0,0,0,0,0.0,1,1.0,12.0,1.0
RS Pillay,Dolphins,3,24,8.0,88.89,1,55.0,8.25,0,11,1,1,0,0,0.0,0,0.0,8.0,0.33
N Mokoena,Dolphins,1,4,4.0,133.33,0,20.0,9.23,0,6,0,0,0,0,0.0,0,0.0,4.0,0.0
CJ King,Durban's Super Giants,4,0,0.0,0.0,8,11.88,6.4,0,35,4,1,0,0,0.0,3,0.75,0.0,2.0
S Plaatjie,Warriors,1,0,0.0,0.0,2,14.0,11.2,0,4,2,1,0,0,0.0,1,1.0,0.0,2.0
W Bedja,Western Province,7,4,0.57,100.0,9,27.11,9.15,0,61,5,2,1,0,0.0,3,0.43,0.0,1.0
G Tarr,Knights,4,80,20.0,135.59,0,0.0,0.0,0,0,0,2,0,1,0.25,2,0.5,20.0,0.0
J James,Western Province,1,3,3.0,100.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3.0,0.0
L Selemela,Titans,1,0,0.0,0.0,1,25.0,10.71,0,3,1,1,0,0,0.0,0,0.0,0.0,1.0
S Fledermaus,Knights,1,13,13.0,108.33,2,16.0,10.67,0,3,1,0,0,0,0.0,0,0.0,13.0,2.0
GG Peters,Pretoria Capitals,4,1,0.25,33.33,8,16.25,7.65,0,43,4,0,0,0,0.0,1,0.25,0.25,2.0
O Whitehead,Western Province,1,40,40.0,93.02,1,21.0,9.69,0,2,1,2,0,0,0.0,0,0.0,40.0,1.0
Rashid Hashmi,Croatia,1,1,1.0,5.88,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,1.0,0.0
A Sathyan,Croatia,2,10,5.0,66.67,1,16.0,6.0,0,6,0,0,0,0,0.0,0,0.0,5.0,0.5
D Long Martinez,Spain,2,83,41.5,145.61,0,0.0,0.0,0,0,0,2,0,1,0.5,2,1.0,41.5,0.0
JMV Junior,Fiji,2,12,6.0,80.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,6.0,0.0
DR Tawake,Fiji,6,59,9.83,69.41,0,0.0,0.0,0,0,0,2,0,0,0.0,3,0.5,9.6,0.0
J Cama,Fiji,5,31,6.2,110.71,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.4,6.2,0.0
A Sokovagone,Fiji,6,174,29.0,137.01,0,40.0,9.6,0,5,0,3,1,1,0.17,3,0.5,31.0,0.0
P Dakainivanua,Fiji,6,65,10.83,82.28,7,16.14,5.6,0,53,1,0,1,1,0.17,3,0.5,12.2,1.4
P Kotoisuva,Fiji,6,38,6.33,118.75,3,26.67,7.38,0,21,2,0,0,0,0.0,3,0.5,6.4,0.6
AZ Shah,Fiji,2,5,2.5,27.78,1,53.0,10.26,0,12,1,0,0,0,0.0,0,0.0,2.5,0.5
JQK Moala,Fiji,6,9,1.5,42.86,10,12.1,5.58,2,71,8,2,1,0,0.0,3,0.5,1.4,2.0
S Tabuisulu,Fiji,6,4,0.67,33.33,4,37.75,7.43,0,46,4,3,0,0,0.0,3,0.5,0.8,0.8
ST Yalimaiwai,Fiji,3,1,0.33,50.0,4,15.5,6.0,1,26,3,0,0,0,0.0,2,0.67,0.33,1.33
T Wuatai,Cook Islands,1,7,7.0,28.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,7.0,0.0
Kau Qalo,Fiji,2,26,13.0,81.25,0,0.0,0.0,0,0,0,0,0,0,0.0,2,1.0,13.0,0.0
TM Anker,Cook Islands,1,1,1.0,16.67,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
Aaditya Varadarajan,Canada,3,36,12.0,54.55,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,12.0,0.0
Steven Ryan Taylor,United States of America,1,46,46.0,56.79,0,23.0,6.57,0,6,0,0,0,0,0.0,1,1.0,46.0,0.0
K Pandya,Denmark,1,10,10.0,125.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,10.0,0.0
Prachi Kumari,Norway,3,4,1.33,40.0,0,29.0,7.25,0,4,0,0,0,0,0.0,1,0.33,1.33,0.0
Alice Davis,Guernsey,1,0,0.0,0.0,1,17.0,7.29,0,4,0,0,0,0,0.0,1,1.0,0.0,1.0
A Le Ray,Guernsey,1,0,0.0,0.0,1,20.0,4.29,0,10,1,0,0,0,0.0,1,1.0,0.0,1.0
Pardeep Yadav,Chandigarh,1,27,27.0,142.11,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,27.0,0.0
NS Sharma,Chandigarh,1,22,22.0,122.22,1,26.0,6.5,0,9,0,1,0,0,0.0,0,0.0,22.0,1.0
Nishunk Birla,Chandigarh,1,4,4.0,400.0,0,17.0,17.0,0,2,0,0,0,0,0.0,0,0.0,4.0,0.0
SSK Chaudhary,Bengal,1,7,7.0,70.0,1,24.0,6.0,0,12,1,0,0,0,0.0,0,0.0,7.0,1.0
Prince Yadav,Lucknow Super Giants,4,0,0.0,0.0,6,23.67,8.97,0,28,1,0,2,0,0.0,2,0.5,0.0,1.5
V Nigam,Delhi Capitals,2,46,23.0,200.0,1,57.0,13.68,0,7,1,0,0,0,0.0,1,0.5,23.0,0.5
V Panwar,Uttar Pradesh,1,9,9.0,180.0,1,34.0,8.5,0,6,1,0,0,0,0.0,0,0.0,9.0,1.0
Sammar Gajjar,Saurashtra,1,11,11.0,84.62,0,14.0,14.0,0,1,0,0,0,0,0.0,0,0.0,11.0,0.0
R Ahir,Saurashtra,1,10,10.0,111.11,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,10.0,0.0
A Panwar,Saurashtra,1,0,0.0,0.0,1,51.0,11.77,0,4,1,0,0,0,0.0,0,0.0,0.0,1.0
Mayank Rawat,Delhi,1,24,24.0,114.29,0,9.0,9.0,0,2,0,0,0,0,0.0,0,0.0,24.0,0.0
HM Chauhan,Delhi,1,0,0.0,0.0,1,37.0,9.25,0,8,1,0,0,0,0.0,0,0.0,0.0,1.0
K Tathgur,Canada,5,46,9.2,104.55,0,0.0,0.0,0,0,0,4,0,0,0.0,1,0.2,9.2,0.0
Rajab Hussain,Hong Kong,2,3,1.5,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.5,1.5,0.0
KN Peiris,Sri Lanka,3,9,3.0,22.5,12,43.92,4.01,12,482,5,0,0,0,0.0,1,0.33,3.0,4.0
S Natsagdorj,Mongolia,4,15,3.75,23.44,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,3.75,0.0
S Gantulga,Mongolia,6,10,1.67,18.18,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.6,0.0
T Batjargal,Mongolia,2,1,0.5,25.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.5,0.0
E Batkhuyag,Mongolia,4,6,1.5,46.15,1,38.0,9.12,0,5,1,0,0,0,0.0,0,0.0,1.5,0.25
Mabsar Abdulla,Maldives,1,11,11.0,47.83,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,11.0,0.0
Azin Rafeeg,Maldives,1,2,2.0,33.33,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
Mohamed Miuvaan,Maldives,2,0,0.0,0.0,0,32.0,7.68,0,10,0,0,1,0,0.0,1,0.5,0.0,0.0
Aneeta Santhosh,Malta,1,1,1.0,14.29,0,15.0,7.5,0,3,0,1,0,0,0.0,0,0.0,1.0,0.0
SM Arooja,Malta,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Sneha Shankar,Malta,1,8,8.0,53.33,0,7.0,7.0,0,1,0,0,0,0,0.0,0,0.0,8.0,0.0
TRR Sharfudheen,Malta,1,3,3.0,12.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3.0,0.0
Likitha Yadav,Malta,1,8,8.0,27.59,1,9.0,3.86,0,6,1,0,0,0,0.0,0,0.0,8.0,1.0
T Sarada,Malta,1,1,1.0,20.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
E Tzanavari,Greece,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
N Dolianiti,Greece,1,2,2.0,40.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
Tasmia Rubab,Pakistan,1,0,0.0,0.0,0,45.0,10.8,0,2,0,0,0,0,0.0,1,1.0,0.0,0.0
Keziah Miriam Sabin,United Arab Emirates,4,17,4.25,77.27,0,0.0,0.0,0,0,0,0,0,0,0.0,3,0.75,4.25,0.0
P Munorwei,Zimbabwe,3,4,1.33,23.53,2,24.5,6.68,0,21,2,0,0,0,0.0,0,0.0,1.33,0.67
R Pasipanodya,Zimbabwe,5,28,5.6,41.79,0,29.0,7.91,0,8,0,0,0,0,0.0,2,0.4,5.6,0.0
L Pemhiwa,Zimbabwe,1,1,1.0,50.0,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,1.0,0.0
S Stolk,Pretoria Capitals,3,21,7.0,87.5,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,7.0,0.0
K Lion-Cachet,Pretoria Capitals,5,86,17.2,121.13,0,0.0,0.0,0,0,0,0,1,0,0.0,1,0.2,17.2,0.0
Sediqullah Atal,MI Cape Town,3,82,27.33,138.98,0,0.0,0.0,0,0,0,1,0,0,0.0,3,1.0,27.33,0.0
D Marais,Paarl Royals,1,2,2.0,66.67,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
T Luus,MI Cape Town,1,0,0.0,0.0,0,19.0,8.14,0,2,0,0,1,0,0.0,1,1.0,0.0,0.0
Navneet Bamrah,Luxembourg,2,4,2.0,25.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
FC Ellingworth,Luxembourg,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Mounica Chowdary,Luxembourg,1,2,2.0,15.38,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
AW Wambua,Kenya,3,19,6.33,73.08,1,11.0,4.71,0,10,1,0,1,0,0.0,1,0.33,6.33,0.33
C Umutonni,Rwanda,2,0,0.0,0.0,0,11.0,5.5,0,5,0,0,1,0,0.0,2,1.0,0.0,0.0
G Bajwa,Canada,1,0,0.0,0.0,0,40.0,6.32,0,16,0,0,0,0,0.0,1,1.0,0.0,0.0
L Monanthane,Lesotho,3,11,3.67,35.48,1,46.0,5.87,0,17,0,0,0,0,0.0,1,0.33,3.67,0.33
Y Konate,Mali,5,16,3.2,37.21,0,16.0,5.33,0,4,0,0,0,0,0.0,0,0.0,3.2,0.0
A Nimaga,Mali,3,11,3.67,84.62,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,3.67,0.0
Mohamed Fadiga,Mali,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
SYS Assegon,Cameroon,2,1,0.5,4.76,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.5,0.0
VF Bomnyuy,Cameroon,2,4,2.0,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
AD Fofana,Mali,3,3,1.0,15.79,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
K Thuchila,Malawi,2,0,0.0,0.0,1,38.0,6.16,1,18,1,0,0,0,0.0,1,0.5,0.0,0.5
D Berthe,Mali,2,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
A Donovan,Philippines,3,2,0.67,18.18,0,31.0,7.44,0,8,0,0,0,0,0.0,1,0.33,0.67,0.0
S Pitabeddara,South Korea,2,2,1.0,50.0,0,34.0,11.33,0,2,0,1,0,0,0.0,0,0.0,1.0,0.0
A Busing-Volschenk,Namibia,1,0,0.0,0.0,0,0.0,0.0,0,0,0,2,0,0,0.0,0,0.0,0.0,0.0
JF Smagacz,Spain,1,1,1.0,100.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,1.0,1.0,0.0
E Kallous,Greece,3,2,0.67,100.0,2,17.0,6.0,0,11,1,0,0,0,0.0,1,0.33,0.67,0.67
T Skordili,Greece,2,1,0.5,20.0,2,3.5,3.23,0,9,1,0,0,0,0.0,1,0.5,0.5,1.0
R Morita,Japan,2,5,2.5,31.25,0,0.0,0.0,0,0,0,0,0,0,0.0,2,1.0,2.5,0.0
Smriti Anand,Singapore,3,28,9.33,70.0,0,21.0,6.63,0,7,0,0,0,0,0.0,0,0.0,9.33,0.0
Kim Rang,South Korea,2,7,3.5,36.84,1,37.0,8.88,0,6,1,0,0,0,0.0,0,0.0,3.5,0.5
Lee Ra,South Korea,1,1,1.0,100.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
Jeon Myeong,South Korea,1,0,0.0,0.0,1,18.0,8.31,0,5,1,0,0,0,0.0,0,0.0,0.0,1.0
Han Won,South Korea,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
Shakkir Kassim,Qatar,3,40,13.33,56.34,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,13.33,0.0
S Norman,Jersey,1,4,4.0,50.0,0,9.0,7.71,0,1,0,1,0,0,0.0,1,1.0,4.0,0.0
PSRK Sudarshan,Singapore,11,26,2.36,60.47,9,28.0,4.45,5,212,8,0,0,0,0.0,0,0.0,2.2,1.2
HRW Kindley,Otago Volts,1,4,4.0,10.26,0,0.0,0.0,1,6,0,0,1,0,0.0,0,0.0,4.0,0.0
JJA Frew,Canterbury,4,85,21.25,50.6,0,0.0,0.0,0,0,0,21,0,0,0.0,2,0.5,21.25,0.0
TM Annand,Central Stags,5,73,14.6,94.81,11,40.45,3.19,27,618,6,2,0,0,0.0,0,0.0,14.6,2.2
SJG Janett,Canterbury,2,124,62.0,50.2,0,0.0,0.0,0,0,0,2,0,0,0.0,1,0.5,62.0,0.0
CB Paul,Canterbury,4,86,21.5,31.5,18,22.06,4.09,13,413,7,1,0,0,0.0,3,0.75,21.5,4.5
JT Harris,Central Stags,1,0,0.0,0.0,2,49.5,3.43,3,121,0,2,0,0,0.0,0,0.0,0.0,2.0
RK Gulati,Northern Districts,3,12,4.0,109.09,7,31.14,3.12,19,318,3,0,0,0,0.0,1,0.33,4.0,2.33
Y Kareem,Northern Districts,2,8,4.0,53.33,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.0,0.0
AB Apperley,Central Districts,2,8,4.0,133.33,0,24.0,10.29,0,2,0,0,0,0,0.0,0,0.0,4.0,0.0
RW Hartley,Serbia,2,4,2.0,28.57,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
Kawsar Khan,Brazil,6,69,11.5,93.24,12,11.5,5.45,1,77,8,1,0,1,0.17,3,0.5,9.6,1.8
CC Machado,Brazil,4,14,3.5,45.16,0,0.0,0.0,0,0,0,3,3,0,0.0,1,0.25,3.5,0.0
R Galgalikar,Mexico,2,18,9.0,85.71,3,3.0,3.0,0,10,1,1,0,0,0.0,0,0.0,9.0,1.5
Kalyan Manne,Mexico,1,5,5.0,166.67,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,5.0,0.0
LK Sharma,Mexico,1,10,10.0,71.43,1,29.0,9.67,0,7,1,0,0,0,0.0,0,0.0,10.0,1.0
Abhilash Patil,Mexico,1,12,12.0,41.38,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,12.0,0.0
T Horpinitch,Seychelles,4,34,8.5,53.97,0,0.0,0.0,0,0,0,2,0,0,0.0,0,0.0,8.5,0.0
