venue,team,matches,wins,losses,win_rate,lose_rate
"Royal Brussels Cricket Club Ground, Waterloo",Spain,2,0,2,0.0,1.0
"Royal Brussels Cricket Club Ground, Waterloo",Israel,1,1,0,1.0,0.0
"Royal Brussels Cricket Club Ground, Waterloo",Malta,1,1,0,1.0,0.0
"Grainville, St Saviour",Jersey,3,2,1,0.67,0.33
"Grainville, St Saviour",Guernsey,2,0,2,0.0,1.0
Kerava National Cricket Ground,Cyprus,3,0,3,0.0,1.0
Kerava National Cricket Ground,Turkey,3,0,3,0.0,1.0
Tikkurila Cricket Ground,Cyprus,2,2,0,1.0,0.0
Kerava National Cricket Ground,Croatia,2,0,2,0.0,1.0
Tikkurila Cricket Ground,Isle of Man,1,1,0,1.0,0.0
Kerava National Cricket Ground,Italy,3,3,0,1.0,0.0
Tikkurila Cricket Ground,Italy,1,1,0,1.0,0.0
Kerava National Cricket Ground,Serbia,2,2,0,1.0,0.0
Tikkurila Cricket Ground,Croatia,3,2,1,0.67,0.33
Tikkurila Cricket Ground,Greece,2,0,2,0.0,1.0
Kerava National Cricket Ground,Greece,1,0,1,0.0,1.0
Tikkurila Cricket Ground,Turkey,1,0,1,0.0,1.0
Kerava National Cricket Ground,France,3,2,1,0.67,0.33
Kerava National Cricket Ground,Czech Republic,2,1,1,0.5,0.5
Kerava National Cricket Ground,Austria,2,2,0,1.0,0.0
Kerava National Cricket Ground,Slovenia,2,0,2,0.0,1.0
Tikkurila Cricket Ground,France,1,0,1,0.0,1.0
Tikkurila Cricket Ground,Switzerland,3,1,2,0.33,0.67
Kerava National Cricket Ground,Guernsey,3,3,0,1.0,0.0
Kerava National Cricket Ground,Luxembourg,2,1,1,0.5,0.5
Kerava National Cricket Ground,Switzerland,2,1,1,0.5,0.5
Tikkurila Cricket Ground,Norway,1,1,0,1.0,0.0
Kerava National Cricket Ground,Bulgaria,1,0,1,0.0,1.0
Tikkurila Cricket Ground,Czech Republic,2,2,0,1.0,0.0
Tikkurila Cricket Ground,Estonia,1,0,1,0.0,1.0
"Sportpark Harga, Schiedam",Netherlands,3,3,0,1.0,0.0
"Sportpark Harga, Schiedam",Namibia,1,0,1,0.0,1.0
"Queens Sports Club, Bulawayo",Singapore,1,0,1,0.0,1.0
Bulawayo Athletic Club,Jersey,2,1,1,0.5,0.5
"Queens Sports Club, Bulawayo",Papua New Guinea,2,0,2,0.0,1.0
Bulawayo Athletic Club,Uganda,2,1,1,0.5,0.5
"Queens Sports Club, Bulawayo",Jersey,2,0,2,0.0,1.0
Bulawayo Athletic Club,Singapore,3,0,3,0.0,1.0
"Queens Sports Club, Bulawayo",Uganda,3,2,1,0.67,0.33
"Queens Sports Club, Bulawayo",United States of America,1,0,1,0.0,1.0
Bulawayo Athletic Club,Netherlands,1,1,0,1.0,0.0
"Indian Association Ground, Singapore",Papua New Guinea,2,1,1,0.5,0.5
"Titwood, Glasgow",Scotland,3,2,1,0.67,0.33
"Titwood, Glasgow",Nepal,2,1,1,0.5,0.5
"Titwood, Glasgow",Namibia,1,0,1,0.0,1.0
"Mannofield Park, Aberdeen",Scotland,4,3,1,0.75,0.25
"Mannofield Park, Aberdeen",United Arab Emirates,3,0,3,0.0,1.0
"Mannofield Park, Aberdeen",United States of America,3,2,1,0.67,0.33
"McLean Park, Napier",New Zealand,6,1,2,0.17,0.33
"McLean Park, Napier",India,2,0,1,0.0,0.5
"McLean Park, Napier",Bangladesh,3,2,0,0.67,0.0
"Hagley Oval, Christchurch",Sri Lanka,3,1,2,0.33,0.67
"Eden Park, Auckland",Sri Lanka,3,1,1,0.33,0.33
"Seddon Park, Hamilton",Sri Lanka,2,0,2,0.0,1.0
"University Oval, Dunedin",Sri Lanka,2,0,1,0.0,0.5
"North Dalton Park, Wollongong",South Australia,1,0,0,0.0,0.0
Sydney Cricket Ground,Western Australia,3,1,2,0.33,0.67
"Junction Oval, Melbourne",New South Wales,1,0,1,0.0,1.0
"Lavington Sports Oval, Albury",New South Wales,1,0,1,0.0,1.0
"Lavington Sports Oval, Albury",Victoria,1,1,0,1.0,0.0
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Guyana Amazon Warriors,4,2,1,0.5,0.25
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",St Kitts and Nevis Patriots,4,1,2,0.25,0.5
"Queen's Park Oval, Port of Spain, Trinidad",Jamaica Tallawahs,2,1,1,0.5,0.5
"Queen's Park Oval, Port of Spain, Trinidad",St Kitts and Nevis Patriots,1,1,0,1.0,0.0
"Brian Lara Stadium, Tarouba, Trinidad",Jamaica Tallawahs,2,0,2,0.0,1.0
"Providence Stadium, Guyana",Barbados Royals,10,3,7,0.3,0.7
"Blacktown International Sportspark, Sydney",Sydney Thunder,3,0,3,0.0,1.0
"Great Barrier Reef Arena, Mackay",Sydney Sixers,2,2,0,1.0,0.0
"Western Australia Cricket Association Ground, Perth",Melbourne Stars,4,1,2,0.25,0.5
"Western Australia Cricket Association Ground, Perth",Sydney Thunder,4,2,1,0.5,0.25
"Allan Border Field, Brisbane",Sydney Thunder,2,0,2,0.0,1.0
"Allan Border Field, Brisbane",Perth Scorchers,3,2,1,0.67,0.33
"Eastern Oval, Ballarat",Hobart Hurricanes,1,0,1,0.0,1.0
"Eastern Oval, Ballarat",Sydney Sixers,2,2,0,1.0,0.0
"Eastern Oval, Ballarat",Melbourne Renegades,2,0,2,0.0,1.0
"North Sydney Oval, Sydney",Melbourne Stars,4,3,1,0.75,0.25
"North Sydney Oval, Sydney",Sydney Thunder,8,5,3,0.62,0.38
"Lilac Hill Park, Perth",Melbourne Stars,1,0,1,0.0,1.0
"Lilac Hill Park, Perth",Brisbane Heat,1,1,0,1.0,0.0
"Junction Oval, Melbourne",Melbourne Renegades,14,5,8,0.36,0.57
Nuriootpa Centennial Park,Sydney Thunder,1,0,0,0.0,0.0
"Latrobe Recreation Ground, Latrobe",Hobart Hurricanes,2,1,1,0.5,0.5
"Latrobe Recreation Ground, Latrobe",Melbourne Stars,2,1,1,0.5,0.5
"Ted Summerton Reserve, Moe",Melbourne Stars,2,1,0,0.5,0.0
"Ted Summerton Reserve, Moe",Perth Scorchers,2,0,2,0.0,1.0
"Ted Summerton Reserve, Moe",Melbourne Renegades,1,1,0,1.0,0.0
"Ted Summerton Reserve, Moe",Brisbane Heat,1,0,0,0.0,0.0
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Kandy Falcons,2,2,0,1.0,0.0
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Dambulla Aura,2,0,2,0.0,1.0
Pallekele International Cricket Stadium,Galle Gladiators,3,2,1,0.67,0.33
Pallekele International Cricket Stadium,Colombo Stars,4,2,2,0.5,0.5
"Manuka Oval, Canberra",Melbourne Stars,2,0,2,0.0,1.0
"Cazaly's Stadium, Cairns",Melbourne Renegades,1,1,0,1.0,0.0
"Cazaly's Stadium, Cairns",Brisbane Heat,1,0,1,0.0,1.0
"Lavington Sports Oval, Albury",Sydney Thunder,2,2,0,1.0,0.0
"Lavington Sports Oval, Albury",Hobart Hurricanes,1,0,1,0.0,1.0
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Perth Scorchers,2,1,1,0.5,0.5
"International Sports Stadium, Coffs Harbour",Adelaide Strikers,1,0,1,0.0,1.0
"University of Tasmania Stadium, Launceston",Brisbane Heat,1,0,1,0.0,1.0
"Maple Leaf North-West Ground, King City",Singapore,2,1,1,0.5,0.5
"Maple Leaf North-West Ground, King City",Qatar,2,1,1,0.5,0.5
"Maple Leaf North-West Ground, King City",Denmark,2,2,0,1.0,0.0
"Maple Leaf North-West Ground, King City",Vanuatu,2,0,2,0.0,1.0
"Maple Leaf North-East Ground, King City",Canada,2,2,0,1.0,0.0
"Maple Leaf North-West Ground, King City",Malaysia,2,0,2,0.0,1.0
"Maple Leaf North-East Ground, King City",Denmark,2,2,0,1.0,0.0
"Maple Leaf North-East Ground, King City",Qatar,2,0,2,0.0,1.0
"Maple Leaf North-East Ground, King City",Malaysia,2,0,2,0.0,1.0
"Grainville, St Saviour",Italy,2,1,1,0.5,0.5
"Grainville, St Saviour",Bermuda,1,0,1,0.0,1.0
"Farmers Cricket Club Ground, St Martin",Uganda,1,0,1,0.0,1.0
"Farmers Cricket Club Ground, St Martin",Jersey,3,3,0,1.0,0.0
"Grainville, St Saviour",Uganda,2,1,1,0.5,0.5
"Farmers Cricket Club Ground, St Martin",Kenya,2,2,0,1.0,0.0
"Farmers Cricket Club Ground, St Martin",Italy,2,0,2,0.0,1.0
"Grainville, St Saviour",Kenya,2,2,0,1.0,0.0
"Farmers Cricket Club Ground, St Martin",Hong Kong,1,0,1,0.0,1.0
"Farmers Cricket Club Ground, St Martin",Bermuda,1,0,1,0.0,1.0
"Gaddafi Stadium, Lahore",England,4,2,2,0.5,0.5
Sharjah Cricket Stadium,Hong Kong,1,0,1,0.0,1.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Australia,2,1,1,0.5,0.5
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Australia,2,0,2,0.0,1.0
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",India,3,3,0,1.0,0.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Australia,1,0,1,0.0,1.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,4,3,1,0.75,0.25
"Greenfield International Stadium, Thiruvananthapuram",South Africa,1,0,1,0.0,1.0
"Greenfield International Stadium, Thiruvananthapuram",India,3,3,0,1.0,0.0
"Barsapara Cricket Stadium, Guwahati",India,3,2,1,0.67,0.33
"Barsapara Cricket Stadium, Guwahati",South Africa,1,0,1,0.0,1.0
"Holkar Cricket Stadium, Indore",South Africa,1,1,0,1.0,0.0
"Holkar Cricket Stadium, Indore",India,4,2,2,0.5,0.5
"JSCA International Stadium Complex, Ranchi",South Africa,1,0,1,0.0,1.0
"Gymkhana Club Ground, Nairobi",Nepal,4,3,1,0.75,0.25
"Sportpark Westvliet, The Hague",Ireland,4,4,0,1.0,0.0
Saxton Oval,Northern Districts,1,0,1,0.0,1.0
Fitzherbert Park,Central Stags,3,1,1,0.33,0.33
Fitzherbert Park,Wellington Firebirds,2,1,0,0.5,0.0
Molyneux Park,Auckland Aces,1,0,0,0.0,0.0
Fitzherbert Park,Otago Volts,1,0,1,0.0,1.0
"ICC Academy, Dubai",Zimbabwe,1,1,0,1.0,0.0
"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Ireland,5,4,1,0.8,0.2
"Sheikh Zayed Stadium, Abu Dhabi",United Arab Emirates,1,0,1,0.0,1.0
"Sheikh Zayed Stadium, Abu Dhabi",Thailand,4,1,3,0.25,0.75
"Sheikh Zayed Stadium, Abu Dhabi",Bangladesh,5,5,0,1.0,0.0
"Sheikh Zayed Stadium, Abu Dhabi",Ireland,3,1,2,0.33,0.67
"Tolerance Oval, Abu Dhabi",Papua New Guinea,4,3,1,0.75,0.25
"Tolerance Oval, Abu Dhabi",Zimbabwe,4,2,2,0.5,0.5
"Sheikh Zayed Stadium, Abu Dhabi",Zimbabwe,3,2,1,0.67,0.33
"Sheikh Zayed Stadium, Abu Dhabi",Scotland,1,0,1,0.0,1.0
"Sheikh Zayed Stadium, Abu Dhabi",United States of America,1,0,1,0.0,1.0
"Willowmoore Park, Benoni",Kenya,3,1,2,0.33,0.67
"Willowmoore Park, Benoni",Mozambique,3,0,3,0.0,1.0
"Willowmoore Park, Benoni",Malawi,1,0,1,0.0,1.0
"Willowmoore Park, Benoni",Cameroon,1,0,1,0.0,1.0
"Saurashtra Cricket Association Stadium, Rajkot",Railways,4,1,3,0.25,0.75
"Holkar Cricket Stadium, Indore",Saurashtra,3,2,1,0.67,0.33
"Holkar Cricket Stadium, Indore",Gujarat,4,3,1,0.75,0.25
"Saurashtra Cricket Association Stadium, Rajkot",Mizoram,3,0,3,0.0,1.0
"Holkar Cricket Stadium, Indore",Andhra,3,2,1,0.67,0.33
"Sawai Mansingh Stadium, Jaipur",Manipur,2,0,2,0.0,1.0
"Saurashtra Cricket Association Stadium, Rajkot",Vidarbha,2,2,0,1.0,0.0
"Eden Gardens, Kolkata",Punjab,3,2,1,0.67,0.33
"Eden Gardens, Kolkata",Haryana,1,0,1,0.0,1.0
"Jadavpur University Campus 2nd Ground, Kolkata",Chhattisgarh,1,0,1,0.0,1.0
"Jadavpur University Campus 2nd Ground, Kolkata",Vidarbha,2,2,0,1.0,0.0
"Eden Gardens, Kolkata",Saurashtra,2,1,1,0.5,0.5
"Eden Gardens, Kolkata",Kerala,1,0,1,0.0,1.0
"Eden Gardens, Kolkata",Karnataka,1,0,1,0.0,1.0
"Jadavpur University Campus 2nd Ground, Kolkata",Delhi,1,0,1,0.0,1.0
"Eden Gardens, Kolkata",Mumbai,3,3,0,1.0,0.0
"Eden Gardens, Kolkata",Himachal Pradesh,2,1,1,0.5,0.5
"Eden Gardens, Kolkata",Vidarbha,1,0,1,0.0,1.0
"Senwes Park, Potchefstroom",Titans,11,9,2,0.82,0.18
"Sylhet International Cricket Stadium, Academy Ground",Bangladesh,2,1,1,0.5,0.5
"Sylhet International Cricket Stadium, Academy Ground",Pakistan,2,2,0,1.0,0.0
"Sylhet International Cricket Stadium, Academy Ground",United Arab Emirates,3,1,2,0.33,0.67
Sylhet International Cricket Stadium,Pakistan,5,3,2,0.6,0.4
Sylhet International Cricket Stadium,United Arab Emirates,2,0,2,0.0,1.0
"Lord's, London",Australia,3,1,2,0.33,0.67
"Headingley, Leeds",Australia,2,1,1,0.5,0.5
"Old Trafford, Manchester",Australia,1,0,0,0.0,0.0
"Kennington Oval, London",Australia,3,1,2,0.33,0.67
"Riverside Ground, Chester-le-Street",New Zealand,2,0,2,0.0,1.0
"Old Trafford, Manchester",New Zealand,1,0,1,0.0,1.0
"Sophia Gardens, Cardiff",New Zealand,1,1,0,1.0,0.0
"Kennington Oval, London",New Zealand,2,0,2,0.0,1.0
"Trent Bridge, Nottingham",Australia,2,2,0,1.0,0.0
"County Ground, Hove",Sri Lanka,1,0,1,0.0,1.0
"County Ground, Chelmsford",Sri Lanka,1,1,0,1.0,0.0
"County Ground, Derby",Sri Lanka,1,1,0,1.0,0.0
"Grace Road, Leicester",Sri Lanka,1,0,1,0.0,1.0
"Lord's, London",Ireland,1,0,1,0.0,1.0
"Trent Bridge, Nottingham",Ireland,1,0,1,0.0,1.0
Sano International Cricket Ground,South Korea,3,0,3,0.0,1.0
Kaizuka Cricket Ground,Japan,4,0,3,0.0,0.75
Kaizuka Cricket Ground,Hong Kong,4,3,0,0.75,0.0
"Newlands, Cape Town",Sri Lanka,3,3,0,1.0,0.0
"Boland Park, Paarl",England,2,2,0,1.0,0.0
"Boland Park, Paarl",Australia,1,1,0,1.0,0.0
"Boland Park, Paarl",New Zealand,3,1,2,0.33,0.67
"Newlands, Cape Town",Pakistan,7,2,5,0.29,0.71
"Newlands, Cape Town",Bangladesh,3,0,3,0.0,1.0
"Boland Park, Paarl",Ireland,1,0,1,0.0,1.0
"St George's Park, Gqeberha",Bangladesh,1,0,1,0.0,1.0
"Newlands, Cape Town",West Indies,4,2,2,0.5,0.5
"Newlands, Cape Town",Ireland,2,0,2,0.0,1.0
"Newlands, Cape Town",New Zealand,1,1,0,1.0,0.0
"St George's Park, Gqeberha",England,1,1,0,1.0,0.0
"St George's Park, Gqeberha",India,5,1,4,0.2,0.8
"Boland Park, Paarl",Sri Lanka,1,0,1,0.0,1.0
"St George's Park, Gqeberha",Ireland,1,0,1,0.0,1.0
"Newlands, Cape Town",England,3,2,1,0.67,0.33
"Desert Springs Cricket Ground, Almeria",Sweden,1,0,1,0.0,1.0
"Mangaung Oval, Bloemfontein",South Africa,5,2,3,0.4,0.6
"Mangaung Oval, Bloemfontein",England,3,1,2,0.33,0.67
"Senwes Park, Potchefstroom",West Indies,1,0,1,0.0,1.0
"Willowmoore Park, Benoni",Netherlands,1,0,1,0.0,1.0
"The Wanderers Stadium, Johannesburg",Netherlands,1,0,1,0.0,1.0
"Fitzherbert Park, Palmerston North",Wellington,2,2,0,1.0,0.0
"John Davies Oval, Queenstown",Northern Districts,2,1,1,0.5,0.5
"Eden Park Outer Oval, Auckland",Otago,6,1,4,0.17,0.67
"Eden Park Outer Oval, Auckland",Central Districts,4,3,1,0.75,0.25
"Saxton Oval, Nelson",Otago,2,2,0,1.0,0.0
"Saxton Oval, Nelson",Central Districts,6,1,5,0.17,0.83
"Bay Oval, Mount Maunganui",Auckland,4,2,2,0.5,0.5
"United Cricket Club Ground, Windhoek",Scotland,4,3,1,0.75,0.25
"United Cricket Club Ground, Windhoek",Nepal,4,0,3,0.0,0.75
Integrated Polytechnic Regional Centre,Mali,4,0,3,0.0,0.75
Gahanga International Cricket Stadium. Rwanda,St Helena,3,0,2,0.0,0.67
Integrated Polytechnic Regional Centre,St Helena,1,1,0,1.0,0.0
Integrated Polytechnic Regional Centre,Gambia,4,1,3,0.25,0.75
Integrated Polytechnic Regional Centre,Mozambique,3,3,0,1.0,0.0
Gahanga International Cricket Stadium. Rwanda,Eswatini,1,0,1,0.0,1.0
Gahanga International Cricket Stadium. Rwanda,Gambia,2,0,2,0.0,1.0
"Bayuemas Oval, Kuala Lumpur",Vanuatu,6,2,4,0.33,0.67
"Bayuemas Oval, Kuala Lumpur",Denmark,2,0,2,0.0,1.0
"UKM-YSD Cricket Oval, Bangi",Canada,2,2,0,1.0,0.0
"Bayuemas Oval, Kuala Lumpur",Canada,2,2,0,1.0,0.0
"UKM-YSD Cricket Oval, Bangi",Vanuatu,2,0,2,0.0,1.0
"UKM-YSD Cricket Oval, Bangi",Denmark,2,2,0,1.0,0.0
"Newlands, Cape Town",Paarl Royals,3,0,3,0.0,1.0
"Kingsmead, Durban",Joburg Super Kings,3,2,1,0.67,0.33
"St George's Park, Gqeberha",Pretoria Capitals,3,1,2,0.33,0.67
"St George's Park, Gqeberha",Sunrisers Eastern Cape,14,9,5,0.64,0.36
"Boland Park, Paarl",Joburg Super Kings,3,0,3,0.0,1.0
"SuperSport Park, Centurion",Sunrisers Eastern Cape,6,3,3,0.5,0.5
"Newlands, Cape Town",Joburg Super Kings,3,1,2,0.33,0.67
"Kingsmead, Durban",Paarl Royals,3,1,2,0.33,0.67
"St George's Park, Gqeberha",MI Cape Town,4,2,2,0.5,0.5
"Boland Park, Paarl",Durban's Super Giants,3,1,2,0.33,0.67
"Newlands, Cape Town",Sunrisers Eastern Cape,5,4,1,0.8,0.2
"Kingsmead, Durban",Pretoria Capitals,3,1,2,0.33,0.67
"Boland Park, Paarl",MI Cape Town,3,1,2,0.33,0.67
"St George's Park, Gqeberha",Joburg Super Kings,2,1,1,0.5,0.5
"Boland Park, Paarl",Pretoria Capitals,3,0,3,0.0,1.0
"St George's Park, Gqeberha",Durban's Super Giants,3,1,2,0.33,0.67
"Newlands, Cape Town",Pretoria Capitals,3,2,1,0.67,0.33
"St George's Park, Gqeberha",Paarl Royals,4,1,3,0.25,0.75
"The Wanderers Stadium, Johannesburg",Durban's Super Giants,4,2,2,0.5,0.5
"SuperSport Park, Centurion",MI Cape Town,3,2,1,0.67,0.33
"The Wanderers Stadium, Johannesburg",Sunrisers Eastern Cape,5,2,3,0.4,0.6
"SuperSport Park, Centurion",Durban's Super Giants,2,1,1,0.5,0.5
"SuperSport Park, Centurion",Paarl Royals,4,2,2,0.5,0.5
"Buffalo Park, East London",India,5,3,1,0.6,0.2
"John Davies Oval, Queenstown",Bangladesh,1,0,1,0.0,1.0
"Allan Border Field, Brisbane",Pakistan,2,0,2,0.0,1.0
"North Sydney Oval, Sydney",Pakistan,2,0,2,0.0,1.0
"Bellerive Oval, Hobart",Pakistan,2,0,2,0.0,1.0
"Dr DY Patil Sports Academy, Mumbai",India,6,2,3,0.33,0.5
"Dr DY Patil Sports Academy, Mumbai",Australia,5,3,1,0.6,0.2
"Gymkhana Club Ground, Nairobi",Qatar,6,0,6,0.0,1.0
"Gymkhana Club Ground, Nairobi",Uganda,11,10,1,0.91,0.09
"Gymkhana Club Ground, Nairobi",Tanzania,3,2,1,0.67,0.33
Sharjah Cricket Stadium,Sharjah Warriors,10,2,7,0.2,0.7
Sharjah Cricket Stadium,MI Emirates,5,5,0,1.0,0.0
Sharjah Cricket Stadium,Gulf Giants,7,6,1,0.86,0.14
Sharjah Cricket Stadium,Dubai Capitals,9,2,6,0.22,0.67
"Zayed Cricket Stadium, Abu Dhabi",Dubai Capitals,7,5,2,0.71,0.29
Sharjah Cricket Stadium,Desert Vipers,7,4,3,0.57,0.43
Dubai International Cricket Stadium,MI Emirates,10,3,7,0.3,0.7
Oakham School Ground,Worcestershire,1,1,0,1.0,0.0
"County Ground, Northampton",Hampshire,1,1,0,1.0,0.0
"Trafalgar Road Ground, Southport",Hampshire,1,0,1,0.0,1.0
"Stanley Park, Blackpool",Essex,1,1,0,1.0,0.0
"Old Trafford, Manchester",South East Stars,1,1,0,1.0,0.0
"Headingley, Leeds",Western Storm,5,1,4,0.2,0.8
"Trent Bridge, Nottingham",Central Sparks,2,0,2,0.0,1.0
"County Ground, Chelmsford",The Blaze,2,1,1,0.5,0.5
"Riverside Ground, Chester-le-Street",The Blaze,2,2,0,1.0,0.0
"Rookwood, Sale",Sunrisers,1,0,0,0.0,0.0
"North Marine Road Ground, Scarborough",South East Stars,1,0,1,0.0,1.0
"Grace Road, Leicester",The Blaze,4,2,1,0.5,0.25
"Grace Road, Leicester",Western Storm,2,0,1,0.0,0.5
"County Ground, Bristol",The Blaze,1,1,0,1.0,0.0
"Trafalgar Road Ground, Southport",Southern Vipers,1,0,0,0.0,0.0
"New Close County Cricket Ground, Newport, Isle-of-Wight",Southern Vipers,1,0,1,0.0,1.0
"New Close County Cricket Ground, Newport, Isle-of-Wight",The Blaze,1,1,0,1.0,0.0
"Roseworth Terrace, Gosforth",Thunder,1,1,0,1.0,0.0
"Millfield School, Street",Western Storm,1,0,1,0.0,1.0
"Millfield School, Street",Southern Vipers,1,1,0,1.0,0.0
Arundel Castle Cricket Club Ground,Northern Diamonds,1,0,0,0.0,0.0
"College Ground, Cheltenham",Sunrisers,1,0,1,0.0,1.0
"Woodbridge Road, Guildford",Thunder,1,1,0,1.0,0.0
"Edgbaston Foundation Community Sports Ground, Birmingham",The Blaze,1,1,0,1.0,0.0
"Radlett Cricket Club, Radlett",Western Storm,2,1,1,0.5,0.5
"Roseworth Terrace, Gosforth",Southern Vipers,1,1,0,1.0,0.0
"County Ground, Chelmsford",Central Sparks,2,1,1,0.5,0.5
"The Cooper Associates County Ground, Taunton",Central Sparks,3,3,0,1.0,0.0
"Riverside Ground, Chester-le-Street",Sunrisers,1,1,0,1.0,0.0
"County Ground, Northampton",The Blaze,1,0,1,0.0,1.0
"The Cooper Associates County Ground, Taunton",Thunder,2,1,1,0.5,0.5
"Enborne Lodge, Newbury",South East Stars,2,0,2,0.0,1.0
"Enborne Lodge, Newbury",Southern Vipers,2,2,0,1.0,0.0
"Lord's, London",Sunrisers,3,0,3,0.0,1.0
"Lord's, London",South East Stars,2,2,0,1.0,0.0
"Kennington Oval, London",Northern Diamonds,1,1,0,1.0,0.0
"The Cooper Associates County Ground, Taunton",South East Stars,2,1,1,0.5,0.5
"Trent Bridge, Nottingham",Sunrisers,1,0,1,0.0,1.0
"Sophia Gardens, Cardiff",The Blaze,1,1,0,1.0,0.0
"County Ground, Hove",Sunrisers,1,0,1,0.0,1.0
"County Ground, New Road, Worcester",Southern Vipers,4,2,2,0.5,0.5
"County Ground, New Road, Worcester",The Blaze,1,0,1,0.0,1.0
"College Ground, Cheltenham",Derbyshire,2,1,1,0.5,0.5
"North Marine Road Ground, Scarborough",Kent,1,1,0,1.0,0.0
Sedbergh School,Essex,1,0,0,0.0,0.0
"The Cooper Associates County Ground, Taunton",Worcestershire,2,0,2,0.0,1.0
"Kent County Cricket Ground, Beckenham",Leicestershire,1,1,0,1.0,0.0
"Stanley Park, Blackpool",Kent,2,1,1,0.5,0.5
"The Gnoll, Neath",Warwickshire,1,1,0,1.0,0.0
"The John Fretwell Sporting Complex, Sookholme",Hampshire,1,1,0,1.0,0.0
Kibworth Cricket Club New Ground,Essex,1,0,1,0.0,1.0
Kibworth Cricket Club New Ground,Leicestershire,2,1,1,0.5,0.5
"Clifton Park Ground, York",Surrey,1,0,1,0.0,1.0
"Woodbridge Road, Guildford",Lancashire,1,1,0,1.0,0.0
"Roseworth Terrace, Gosforth",Somerset,1,1,0,1.0,0.0
"The John Fretwell Sporting Complex, Sookholme",Lancashire,1,1,0,1.0,0.0
"Radlett Cricket Club, Radlett",Yorkshire,1,0,1,0.0,1.0
"County Ground, Derby",Somerset,1,1,0,1.0,0.0
"Merchant Taylors' School Ground, Northwood",Glamorgan,1,1,0,1.0,0.0
"Wankhede Stadium, Mumbai",Sri Lanka,2,0,2,0.0,1.0
"Maharashtra Cricket Association Stadium, Pune",Sri Lanka,1,1,0,1.0,0.0
"Saurashtra Cricket Association Stadium, Rajkot",Sri Lanka,1,0,1,0.0,1.0
"Barsapara Cricket Stadium, Guwahati",Sri Lanka,1,0,1,0.0,1.0
"Eden Gardens, Kolkata",Sri Lanka,1,0,1,0.0,1.0
"Greenfield International Stadium, Thiruvananthapuram",Sri Lanka,1,0,1,0.0,1.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",New Zealand,2,1,1,0.5,0.5
"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,1,0,1,0.0,1.0
"Holkar Cricket Stadium, Indore",New Zealand,1,0,1,0.0,1.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",New Zealand,1,0,1,0.0,1.0
"Narendra Modi Stadium, Ahmedabad",New Zealand,5,2,3,0.4,0.6
"Arun Jaitley Stadium, Delhi",Australia,2,1,1,0.5,0.5
"Holkar Cricket Stadium, Indore",Australia,2,1,1,0.5,0.5
"Narendra Modi Stadium, Ahmedabad",Australia,3,2,0,0.67,0.0
"Queens Sports Club, Bulawayo",West Indies,4,2,1,0.5,0.25
"Zahur Ahmed Chowdhury Stadium, Chattogram",Dhaka Dominators,4,0,4,0.0,1.0
Sylhet International Cricket Stadium,Dhaka Dominators,2,1,1,0.5,0.5
"Shere Bangla National Stadium, Mirpur",England,4,2,2,0.5,0.5
"Zahur Ahmed Chowdhury Stadium, Chattogram",England,2,0,2,0.0,1.0
Multan Cricket Stadium,Islamabad United,2,0,2,0.0,1.0
Sylhet International Cricket Stadium,Ireland,3,0,2,0.0,0.67
"Shere Bangla National Stadium, Mirpur",Ireland,4,0,4,0.0,1.0
"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,3,1,2,0.33,0.67
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,5,1,4,0.2,0.8
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kolkata Knight Riders,1,0,1,0.0,1.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,3,1,2,0.33,0.67
"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,3,1,2,0.33,0.67
"Arun Jaitley Stadium, Delhi",Gujarat Titans,2,1,1,0.5,0.5
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,1,0,1,0.0,1.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,2,0,2,0.0,1.0
"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,2,2,0,1.0,0.0
"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,3,1,2,0.33,0.67
